HP Frac,Win U-Val,Roof R-Val,Wall R-Val,WWR,Heating (kWh),DHW (kWh),Cooling (kWh),TEDI (kWh/m2),EUI (kWh/m2)
0.8,0.38,30,12,0.45,83365.96053,113826.6745,53653.24894,24.69765914,79.165689
0.8,0.3,40,12,0.45,65884.93291,113826.6745,57700.42143,19.51880126,77.30431977
0.8,0.34,40,12,0.45,74010.7939,113826.6745,55573.4735,21.92613567,78.1348426
0.8,0.38,40,12,0.45,82058.85952,113826.6745,53676.86516,24.31042273,78.98564248
0.8,0.3,30,18,0.45,60470.46402,113826.6745,58203.64655,17.91473281,76.61462056
0.8,0.34,30,18,0.45,68369.23803,113826.6745,55972.01328,20.25479136,77.4007698
0.8,0.38,30,18,0.45,76284.22883,113826.6745,53986.63865,22.59965422,78.22201237
0.8,0.3,40,18,0.45,59131.26096,113826.6745,58248.86672,17.51798598,76.43439619
0.8,0.34,40,18,0.45,67036.33557,113826.6745,56009.45371,19.85991111,77.21997454
0.8,0.38,40,18,0.45,74965.91095,113826.6745,54013.17347,22.20909474,78.04144392
0.8,0.3,30,6,0.5,87050.36756,113826.6745,61290.01,25.78918653,80.79423966
0.8,0.34,30,6,0.5,96325.94068,113826.6745,59119.11086,28.53712995,81.77777077
0.8,0.38,30,6,0.5,105440.8876,113826.6745,57175.0652,31.23748692,82.77162793
0.8,0.3,40,6,0.5,85779.32,113826.6745,61323.1,25.41263117,80.62044867
0.8,0.34,40,6,0.5,95063.27048,113826.6745,59144.23,28.16305644,81.60416691
0.8,0.38,40,6,0.5,104195.6696,113826.6745,57194.55888,30.86858372,82.59886888
0.8,0.3,30,12,0.5,70289.94417,113826.6745,62288.81533,20.82381192,78.58682679
0.8,0.34,30,12,0.5,79288.53778,113826.6745,59892.3,23.48969852,79.50136085
0.8,0.38,30,12,0.5,88195.9626,113826.6745,57740.16493,26.12857584,80.43652423
0.8,0.3,40,12,0.5,68983.74027,113826.6745,62334.05529,20.43684128,78.4106271
0.8,0.34,40,12,0.5,77991.13725,113826.6745,59927.94112,23.10533594,79.32476376
0.8,0.38,40,12,0.5,86914.63958,113826.6745,57766.6886,25.74897631,80.26049611
0.8,0.3,30,18,0.5,64161.6734,113826.6745,62804.15343,19.00827544,77.79933262
0.8,0.34,30,18,0.5,72963.6116,113826.6745,60293.8284,21.61590171,78.67207566
0.8,0.38,30,18,0.5,81756.91363,113826.6745,58056.18389,24.22096948,79.5798293
0.8,0.3,40,18,0.5,62847.23999,113826.6745,62855.24461,18.61886676,77.62297373
0.8,0.34,40,18,0.5,71658.24497,113826.6745,60334.37046,21.22917913,78.49502929
0.8,0.38,40,18,0.5,80459.71218,113826.6745,58089.014,23.83666587,79.40239095
1,0.3,30,6,0.35,56936.55767,77609.09625,47587.3424,24.73942848,70.12115193
1,0.34,30,6,0.35,61518.4591,77609.09625,46243.56406,26.73030442,70.58669138
1,0.38,30,6,0.35,66020.8393,77609.09625,45020.89723,28.68662769,71.05781297
1,0.3,40,6,0.35,56034.68693,77609.09625,47594.01902,24.34755782,69.99159799
1,0.34,40,6,0.35,60627.10253,77609.09625,46249.43392,26.34300225,70.45802598
1,0.38,40,6,0.35,65131.66907,77609.09625,45022.8469,28.30027551,70.92858033
1,0.3,30,12,0.35,41875.9779,77609.09625,48422.88352,18.19547585,68.06566729
1,0.34,30,12,0.35,46224.8189,77609.09625,46850.21177,20.08508501,68.46694873
1,0.38,30,12,0.35,50535.59877,77609.09625,45447.31412,21.95815628,68.88571637
1,0.3,40,12,0.35,40945.01923,77609.09625,48449.90084,17.79096623,67.93584036
1,0.34,40,12,0.35,45291.9554,77609.09625,46868.1652,19.67974772,68.33538507
1,0.38,40,12,0.35,49609.545,77609.09625,45457.36402,21.55577788,68.75355648
1,0.3,30,18,0.35,36464.26233,77609.09625,48984.76957,15.84403847,67.36169712
1,0.34,30,18,0.35,40656.63603,77609.09625,47300.43679,17.66566123,67.72589634
1,0.38,30,18,0.35,44839.7312,77609.09625,45795.9524,19.48325238,68.113283
1,0.3,40,18,0.35,35537.63223,77609.09625,49014.50786,15.44140965,67.23321474
1,0.34,40,18,0.35,39721.4216,77609.09625,47323.22524,17.25930244,67.59512069
1,0.38,40,18,0.35,43902.17183,77609.09625,45809.06457,19.0758747,67.98074596
1,0.3,30,6,0.4,57649.86107,77609.09625,52109.2587,25.04936499,70.88134339
1,0.34,30,6,0.4,62813.26497,77609.09625,50509.90579,27.2929088,71.39399284
1,0.38,30,6,0.4,67890.17643,77609.09625,49062.997,29.4988709,71.91621505
1,0.3,40,6,0.4,56760.90003,77609.09625,52126.5721,24.66310371,70.75499592
1,0.34,40,6,0.4,61933.43477,77609.09625,50521.11372,26.91061495,71.26743157
1,0.38,40,6,0.4,67014.696,77609.09625,49071.67345,29.11846705,71.79003069
1,0.34,30,12,0.4,48755.6619,77609.09625,51194.39202,21.18475826,69.46231061
1,0.38,30,12,0.4,53664.64153,77609.09625,49539.82734,23.31775252,69.93082872
1,0.3,40,12,0.4,42902.8655,77609.09625,53057.58611,18.64166743,68.88552717
1,0.34,40,12,0.4,47843.142,77609.09625,51220.45401,20.78826044,69.33392702
1,0.38,40,12,0.4,52757.3913,77609.09625,49557.34757,22.92354442,69.80223386
1,0.3,30,18,0.4,38810.6859,77609.09625,53578.61134,16.86357987,68.36561909
1,0.34,30,18,0.4,43609.01677,77609.09625,51630.80454,18.94849628,68.77963674
1,0.38,30,18,0.4,48391.85017,77609.09625,49884.90533,21.02667891,69.21900906
1,0.3,40,18,0.4,37890.98667,77609.09625,53618.79,16.46396257,68.23910844
1,0.34,40,18,0.4,42683.56343,77609.09625,51659.93135,18.54637878,68.65075208
1,0.38,40,18,0.4,47472.45737,77609.09625,49907.27205,20.62719475,69.08959334
1,0.3,30,6,0.45,58432.57723,77609.09625,56691.83831,25.38946196,71.6605379
1,0.34,30,6,0.45,64192.9052,77609.09625,54816.42244,27.89237446,72.22024958
1,0.38,30,6,0.45,69826.62127,77609.09625,53125.34312,30.34027299,72.78780994
1,0.3,40,6,0.45,57554.8609,77609.09625,56718.77233,25.0080866,71.53733454
1,0.34,40,6,0.45,63321.4759,77609.09625,54836.13692,27.51373087,72.09654453
1,0.38,40,6,0.45,68965.68497,77609.09625,53136.35326,29.96618869,72.66385209
1,0.3,30,12,0.45,45823.91323,77609.09625,57664.12802,19.91088802,69.97540726
1,0.34,30,12,0.45,51359.09927,77609.09625,55543.63619,22.31597439,70.4693902
1,0.38,30,12,0.45,56840.42763,77609.09625,53653.24894,24.69765914,70.98696109
1,0.3,40,12,0.45,44921.54517,77609.09625,57700.42143,19.51880126,69.85063196
1,0.34,40,12,0.45,50461.90493,77609.09625,55573.4735,21.92613567,70.34412798
1,0.38,40,12,0.45,55949.2224,77609.09625,53676.86516,24.31042273,70.86112767
1,0.3,30,18,0.45,41229.86183,77609.09625,58203.64655,17.91473281,69.38550234
1,0.34,30,18,0.45,46615.38957,77609.09625,55972.01328,20.25479136,69.84404338
1,0.38,30,18,0.45,52011.9742,77609.09625,53986.63865,22.59965422,70.33700515
1,0.3,40,18,0.45,40316.76883,77609.09625,58248.86672,17.51798598,69.26082252
1,0.34,40,18,0.45,45706.59243,77609.09625,56009.45371,19.85991111,69.71853136
1,0.38,40,18,0.45,51113.1211,77609.09625,54013.17347,22.20909474,70.21111503
1,0.3,30,6,0.5,59352.52333,77609.09625,61290.01,25.78918653,72.46269792
1,0.34,30,6,0.5,65676.77773,77609.09625,59119.11086,28.53712995,73.06151695
1,0.38,30,6,0.5,71891.51427,77609.09625,57175.0652,31.23748692,73.67732413
1,0.3,40,6,0.5,58485.9,77609.09625,61323.1,25.41263117,72.34162468
1,0.34,40,6,0.5,64815.86623,77609.09625,59144.23,28.16305644,72.94028338
1,0.38,40,6,0.5,71042.502,77609.09625,57194.55888,30.86858372,73.55621153
1,0.3,30,12,0.5,47924.96193,77609.09625,62288.81533,20.82381192,70.95043749
1,0.34,30,12,0.5,54060.36667,77609.09625,59892.3,23.48969852,71.49174743
1,0.38,30,12,0.5,60133.61087,77609.09625,57740.16493,26.12857584,72.05746798
1,0.3,40,12,0.5,47034.36837,77609.09625,62334.05529,20.43684128,70.82841369
1,0.34,40,12,0.5,53175.7754,77609.09625,59927.94112,23.10533594,71.3689611
1,0.38,40,12,0.5,59259.98153,77609.09625,57766.6886,25.74897631,71.9345838
1,0.3,30,18,0.5,43746.5955,77609.09625,62804.15343,19.00827544,70.41711843
1,0.34,30,18,0.5,49747.917,77609.09625,60293.8284,21.61590171,70.9247938
1,0.38,30,18,0.5,55743.3502,77609.09625,58056.18389,24.22096948,71.46783795
1,0.3,40,18,0.5,42850.3909,77609.09625,62855.24461,18.61886676,70.29527676
1,0.34,40,18,0.5,48857.8943,77609.09625,60334.37046,21.22917913,70.80188858
1,0.38,40,18,0.5,54858.89467,77609.09625,58089.014,23.83666587,71.3442021
